Report Link,Other Cause,Dioxins,TMDL Name,Habitat Alterations,TMDL Type,Chlorine,Region,Turbidity,Sediment,Pesticides,Oil and Grease,Pollutant Group,Assessment Unit ID,Toxic Inorganics,Mercury,TMDL ID,MatchScoreDescending,Metals (other than Mercury),Trash,Pathogens,Total Toxics,TMDL Status,pH/Acidity/Caustic Conditions,Salinity/Total Dissolved Solids/Chlorides/Sulfates,Polychlorinated Biphenyls (PCBs),Fiscal Year,Ammonia,Document Name,Temperature,Toxic Organics,Organic Enrichment/Oxygen Depletion,Nutrients,Pollutant,Lead State,Document Type,Noxious Aquatic Plants,number_of_pages
http://ofmpub.epa.gov/waters10/attains_impaired_waters.show_tmdl_document?p_tmdl_doc_blobs_id=62800,0.0,0.0,NORTH INDEPENDENT STREAMS BASIN,0.0,Nonpoint Source,0.0,4,0.0,0.0,6.0,0.0,Pesticides,MS208E;MS215E;MSWOLFRE,0.0,0.0,11523,600.0,0.0,0.0,0.0,0.0,Approved/Established,0.0,0.0,0.0,2005.0,0.0,11523_NIndStream_pesticides.pdf,0.0,0.0,0.0,0.0,DDT;Toxaphene,MS,Document,0.0,10
http://ofmpub.epa.gov/waters10/attains_impaired_waters.show_tmdl_document?p_tmdl_doc_blobs_id=62820,0.0,0.0,UNNAMED TRIBUTARY TO CLARK BAYOU,0.0,Nonpoint Source,0.0,4,0.0,0.0,0.0,0.0,Organic Enrichment/Oxygen Depletion,MS092E2,0.0,0.0,11397,200.0,0.0,0.0,0.0,0.0,Approved/Established,0.0,0.0,0.0,2005.0,0.0,11397_UnnamedTrib_ClarkBayou_BOD.pdf,0.0,0.0,2.0,0.0,Biochemical Oxygen Demand (BOD),MS,Document,0.0,31
http://ofmpub.epa.gov/waters10/attains_impaired_waters.show_tmdl_document?p_tmdl_doc_blobs_id=62821,0.0,0.0,UPPER LEAF RIVER WATERSHED,0.0,Point/Nonpoint Source,0.0,4,0.0,1.0,0.0,0.0,Sediment,MS073UE,0.0,0.0,11531,100.0,0.0,0.0,0.0,0.0,Approved/Established,0.0,0.0,0.0,2005.0,0.0,11531_UpperLeaf_Sediment.pdf,0.0,0.0,0.0,0.0,Sediment,MS,Document,0.0,32
http://ofmpub.epa.gov/waters10/attains_impaired_waters.show_tmdl_document?p_tmdl_doc_blobs_id=62822,0.0,0.0,WEST TALLAHALA CREEK WATERSHED,0.0,Point/Nonpoint Source,0.0,4,0.0,1.0,0.0,0.0,Sediment,ms074m2,0.0,0.0,11535,100.0,0.0,0.0,0.0,0.0,Approved/Established,0.0,0.0,0.0,2005.0,0.0,11535_WTallahallaCk_Sediment.pdf,0.0,0.0,0.0,0.0,Sediment,MS,Document,0.0,32
http://ofmpub.epa.gov/waters10/attains_impaired_waters.show_tmdl_document?p_tmdl_doc_blobs_id=62840,0.0,0.0,TMDL FOR FECAL COLIFORM IN THE GRAVELINE BAYOU,0.0,Nonpoint Source,0.0,4,0.0,0.0,0.0,0.0,Pathogens,MS118GBE,0.0,0.0,12203,100.0,0.0,0.0,1.0,0.0,Approved/Established,0.0,0.0,0.0,2006.0,0.0,12203_GravelineBayou_Fecal.pdf,0.0,0.0,0.0,0.0,Fecal Coliform,MS,Document,0.0,27
http://ofmpub.epa.gov/waters10/attains_impaired_waters.show_tmdl_document?p_tmdl_doc_blobs_id=62864,0.0,0.0,HERON BAYOU,0.0,Nonpoint Source,0.0,4,0.0,0.0,0.0,0.0,Nutrients,MS109BHE;MS118HBE,0.0,0.0,11522,300.0,0.0,0.0,0.0,0.0,Approved/Established,0.0,0.0,0.0,2007.0,0.0,11522_HerronBayou_NUTS.pdf,0.0,0.0,0.0,3.0,"Nitrogen, Total;Nutrients;Phosphorus, Total",MS,Document,0.0,24
http://ofmpub.epa.gov/waters10/attains_impaired_waters.show_tmdl_document?p_tmdl_doc_blobs_id=62880,0.0,0.0,"CAMAS CREEK, 1 mile above mouth to mouth (Union Creek) - Lower Blackfoot Nutrients TPA",0.0,Nonpoint Source,0.0,8,0.0,0.0,0.0,0.0,Nutrients,MT76F006_060,0.0,0.0,53100,200.0,0.0,0.0,0.0,0.0,Approved/Established,0.0,0.0,0.0,2013.0,0.0,Lower_Blackfoot_Nutrients_TMDLs.pdf,0.0,0.0,0.0,2.0,"Nitrogen, Total;Phosphorus, Total",MT,Document,0.0,110
http://ofmpub.epa.gov/waters10/attains_impaired_waters.show_tmdl_document?p_tmdl_doc_blobs_id=62920,0.0,0.0,SHOTBAG CREEK,0.0,Nonpoint Source,0.0,4,0.0,0.0,0.0,0.0,Pathogens,MSTB038R00_020,0.0,0.0,23057,100.0,0.0,0.0,1.0,0.0,Approved/Established,0.0,0.0,0.0,2007.0,0.0,23057_ShotbagCreek_Fecal.pdf,0.0,0.0,0.0,0.0,Fecal Coliform,MS,Document,0.0,32
http://ofmpub.epa.gov/waters10/attains_impaired_waters.show_tmdl_document?p_tmdl_doc_blobs_id=62924,0.0,0.0,"NORTH FORK LITTLE BOULDER RIVER, headwaters to mouth (Little Boulder) - Boulder-Elkhorn Sediment ET AL TPA",0.0,Nonpoint Source,0.0,8,0.0,1.0,0.0,0.0,Sediment,MT41E002_090,0.0,0.0,53200,100.0,0.0,0.0,0.0,0.0,Approved/Established,0.0,0.0,0.0,2013.0,0.0,Boulder-Elkhorn Nut Sed Temp TMDL.pdf,0.0,0.0,0.0,0.0,Sediment,MT,Document,0.0,244
http://ofmpub.epa.gov/waters10/attains_impaired_waters.show_tmdl_document?p_tmdl_doc_blobs_id=62942,0.0,0.0,Little Colorado River Escherichia coli TMDL (Silver Creek to Carr Lake Draw Reach # 15020002-004),0.0,Point/Nonpoint Source,0.0,9,0.0,0.0,0.0,0.0,Pathogens,AZ15020002-004_00,0.0,0.0,52700,100.0,0.0,0.0,1.0,0.0,Approved/Established,0.0,0.0,0.0,2013.0,0.0,LCR E. coli TMDL Final_062013.pdf,0.0,0.0,0.0,0.0,Escherichia Coli (E. Coli),AZ,Document,0.0,79
http://ofmpub.epa.gov/waters10/attains_impaired_waters.show_tmdl_document?p_tmdl_doc_blobs_id=63062,0.0,0.0,"TOTAL MAXIMUM DAILY LOADS FOR FECAL COLIFORM FOR DOWD CREEK, SOUTH INDEPENDENT STREAMS BASIN, MISSISSIPPI",0.0,Point/Nonpoint Source,0.0,4,0.0,0.0,0.0,0.0,Pathogens,MS452E,0.0,0.0,36900,100.0,0.0,0.0,1.0,0.0,Approved/Established,0.0,0.0,0.0,2009.0,0.0,36900_Dowd_Creek_FINAL_Fecal_Coliform_TMDL.pdf,0.0,0.0,0.0,0.0,Escherichia Coli (E. Coli),MS,Document,0.0,32
http://ofmpub.epa.gov/waters10/attains_impaired_waters.show_tmdl_document?p_tmdl_doc_blobs_id=63240,0.0,0.0,Pocotaligo River and Tributaries E. coli TMDL,0.0,Point/Nonpoint Source,0.0,4,0.0,0.0,0.0,0.0,Pathogens,SCPD-040_S_06;SCPD-098_S_06;SCPD-115_S_06;SCPD-202_S_06;SCPD-239_S_06;SCRS-03345_S_06;SCRS-03347_S_06;SCRS-07192_S_10;SCRS-08232_S_10,0.0,0.0,53400,900.0,0.0,0.0,9.0,0.0,Approved/Established,0.0,0.0,0.0,2013.0,0.0,53400_Pocotaligo_Ecoli_ECOLI_TMDL_NODD.pdf,0.0,0.0,0.0,0.0,Escherichia Coli (E. Coli),SC,Document,0.0,111
http://ofmpub.epa.gov/waters10/attains_impaired_waters.show_tmdl_document?p_tmdl_doc_blobs_id=63241,0.0,0.0,"Final E. Coli TMDL, Seven Stream Segments within the Muddy Creek Watershed",0.0,Point/Nonpoint Source,0.0,4,0.0,0.0,0.0,0.0,Pathogens,KY-489606_01;KY-491284_01;KY-494139_01;KY-506062_01;KY-514141_02;KY-514141_21.3_01;KY514141_01,0.0,0.0,50600,700.0,0.0,0.0,7.0,0.0,Approved/Established,0.0,0.0,0.0,2013.0,0.0,50600_Muddy Creek_e.coli.pdf,0.0,0.0,0.0,0.0,Escherichia Coli (E. Coli),KY,Document,0.0,126
http://ofmpub.epa.gov/waters10/attains_impaired_waters.show_tmdl_document?p_tmdl_doc_blobs_id=63362,0.0,0.0,"Oak Creek (Headwaters to the Verde River), Verde River (Oak Creek to Fossil Creek), Salt River (Headwaters to Roosevelt Lake) for Phosphorous and Nitrogen TMDL",0.0,Point/Nonpoint Source,0.0,9,0.0,0.0,0.0,0.0,Nutrients,AZ15060106-001;AZ15060202-016;AZ15060202-019;AZ15060202-037,0.0,0.0,885,500.0,0.0,0.0,0.0,0.0,Approved/Established,0.0,0.0,0.0,1987.0,0.0,oakverdesalt-1987-tmdl.pdf,0.0,0.0,0.0,5.0,"Nitrogen, Total;Phosphorus, Total",AZ,Document,0.0,58
http://ofmpub.epa.gov/waters10/attains_impaired_waters.show_tmdl_document?p_tmdl_doc_blobs_id=63520,0.0,0.0,"TMDL for Dissolved Oxygen in Hollin Creek (WBID 1475), Dissolved Oxygen and Nutrients in Anclote River Bayou Complex (Spring Bayou WBID 1440A), and Biochemical Oxygen Demand, Dissolved Oxygen, and Nutrients in Anclote River (WBIDs 1440 & 1440F)",0.0,Nonpoint Source;Point/Nonpoint Source,0.0,4,0.0,0.0,0.0,0.0,Nutrients;Organic Enrichment/Oxygen Depletion,FL1440;FL1440A;FL1440F;FL1475,0.0,0.0,53700,1100.0,0.0,0.0,0.0,0.0,Approved/Established,0.0,0.0,0.0,2013.0,0.0,53700_3e_final_tmdl_1475_1440_1440a_1440f_donut_bod_3m3f.pdf,0.0,0.0,3.0,8.0,"Biochemical Oxygen Demand (BOD);Nitrogen, Total;Phosphorus, Total",FL,Document,0.0,88
http://ofmpub.epa.gov/waters10/attains_impaired_waters.show_tmdl_document?p_tmdl_doc_blobs_id=63607,0.0,0.0,Pecos River,0.0,Nonpoint Source,0.0,6,0.0,0.0,0.0,0.0,Pathogens,NM-2211.A_10,0.0,0.0,53900,100.0,0.0,0.0,1.0,0.0,Approved/Established,0.0,0.0,0.0,2013.0,0.0,UpperPecosRiverTMDL-EPA Approved 9-25-13.pdf,0.0,0.0,0.0,0.0,Escherichia Coli (E. Coli),NM,Document,0.0,86
http://ofmpub.epa.gov/waters10/attains_impaired_waters.show_tmdl_document?p_tmdl_doc_blobs_id=63920,0.0,0.0,LITTLE BLUE RIVER,0.0,Point/Nonpoint Source,0.0,7,0.0,0.0,0.0,0.0,Pathogens,NE-LB1-10000;NE-LB2-10000,0.0,0.0,11320,200.0,0.0,0.0,2.0,0.0,Approved/Established,0.0,0.0,0.0,2005.0,0.0,ne_little_blue_river_tmdl.pdf,0.0,0.0,0.0,0.0,Fecal Coliform,NE,Document,0.0,62
http://ofmpub.epa.gov/waters10/attains_impaired_waters.show_tmdl_document?p_tmdl_doc_blobs_id=63980,0.0,0.0,JORDAN RIVER UT16020204-001 - Dissolved Oxygen,0.0,Point/Nonpoint Source,0.0,8,0.0,0.0,0.0,0.0,Organic Enrichment/Oxygen Depletion,UT16020204-001_00,0.0,0.0,54300,100.0,0.0,0.0,0.0,0.0,Approved/Established,0.0,0.0,0.0,2013.0,0.0,JordanRiverTMDL_Final_20130905.pdf,0.0,0.0,1.0,0.0,Total Organic Carbon (TOC),UT,Document,0.0,170
http://ofmpub.epa.gov/waters10/attains_impaired_waters.show_tmdl_document?p_tmdl_doc_blobs_id=64060,0.0,0.0,Marley Creek,0.0,Point/Nonpoint Source,0.0,3,0.0,0.0,0.0,0.0,Pathogens,MD-PATMH-MARLEY_CREEK,0.0,0.0,54500,100.0,0.0,0.0,1.0,0.0,Approved/Established,0.0,0.0,0.0,2011.0,0.0,Marley_Furnace_TMDL_final.pdf,0.0,0.0,0.0,0.0,Enterococcus Bacteria,MD,Document,0.0,49
http://ofmpub.epa.gov/waters10/attains_impaired_waters.show_tmdl_document?p_tmdl_doc_blobs_id=64180,0.0,0.0,Copart Branch Mountain Creek;Village Creek,0.0,Point Source;Point/Nonpoint Source,0.0,6,0.0,0.0,0.0,0.0,Pathogens,TX-0841E_01;TX-0841T_01,0.0,0.0,54900;55000,200.0,0.0,0.0,2.0,0.0,Approved/Established,0.0,0.0,0.0,2014.0,0.0,2013-009-03_66d-adopted-LowerWestForkTrinityBacteria.pdf,0.0,0.0,0.0,0.0,Escherichia Coli (E. Coli),TX,Document,0.0,93
http://ofmpub.epa.gov/waters10/attains_impaired_waters.show_tmdl_document?p_tmdl_doc_blobs_id=64461,0.0,0.0,HEAVENLY VALLEY CREEK SEDIMENT TMDL,0.0,Nonpoint Source,0.0,9,0.0,1.0,0.0,0.0,Sediment,CAR634.100HEAVENLY VALLEY,0.0,0.0,10105,100.0,0.0,0.0,0.0,0.0,Approved/Established,0.0,0.0,0.0,2002.0,0.0,HeavenlyVlyCk-TMDL-Staff-093002.pdf,0.0,0.0,0.0,0.0,Sediment,CA,Document,0.0,77
http://ofmpub.epa.gov/waters10/attains_impaired_waters.show_tmdl_document?p_tmdl_doc_blobs_id=64462,0.0,0.0,NORTH FORK EEL RIVER TMDLS FOR SEDIMENT AND TEMPERATURE,0.0,Nonpoint Source,0.0,9,0.0,1.0,0.0,0.0,Sediment;Temperature,"CAR111.500EEL RIVER, NORT",0.0,0.0,4084,200.0,0.0,0.0,0.0,0.0,Approved/Established,0.0,0.0,0.0,2003.0,0.0,NForkEel-SedTemp-EPA-TMDL-123002-SIGNED.pdf,1.0,0.0,0.0,0.0,Sediment;Temperature,CA,Document,0.0,50
http://ofmpub.epa.gov/waters10/attains_impaired_waters.show_tmdl_document?p_tmdl_doc_blobs_id=64463,0.0,0.0,Middle Fork Eel River TMDL for Sediment and Temperature,0.0,Nonpoint Source;Point/Nonpoint Source,0.0,9,0.0,1.0,0.0,0.0,Sediment;Temperature,"CAR111.700EEL RIVER, MIDD",0.0,0.0,11027,200.0,0.0,0.0,0.0,0.0,Approved/Established,0.0,0.0,0.0,2004.0,0.0,CA-EPA-EelMiddleMain-SedTemp-TMDL-122903.pdf,1.0,0.0,0.0,0.0,Sediment;Temperature,CA,Document,0.0,64
http://ofmpub.epa.gov/waters10/attains_impaired_waters.show_tmdl_document?p_tmdl_doc_blobs_id=64464,0.0,0.0,NEW RIVER SEDIMENT TMDL,0.0,Nonpoint Source;Point/Nonpoint Source,0.0,9,1.0,2.0,0.0,0.0,Sediment;Turbidity,CAR723.100IMPERIAL VALLEY;CAR7231000019990205102948,0.0,0.0,10103,300.0,0.0,0.0,0.0,0.0,Approved/Established,0.0,0.0,0.0,2003.0,0.0,NewRiver-SedSilt-TMDL-CA-docs-033103.pdf,0.0,0.0,0.0,0.0,Sediment;Total Suspended Solids (TSS),CA,Document,0.0,253
http://ofmpub.epa.gov/waters10/attains_impaired_waters.show_tmdl_document?p_tmdl_doc_blobs_id=64540,0.0,0.0,Belle Fourche River from Keyhole Reservoir upstream to the confluence with Donkey Creek,0.0,Point/Nonpoint Source,0.0,8,0.0,0.0,0.0,0.0,Ammonia;Pathogens;Salinity/Total Dissolved Solids/Chlorides/Sulfates,WYBF101202010504_00,0.0,0.0,55400,300.0,0.0,0.0,1.0,0.0,Approved/Established,0.0,1.0,0.0,2014.0,1.0,Belle Fourche River TMDLs Final Aug 2013.pdf,0.0,0.0,0.0,0.0,Ammonia;Chloride;Escherichia Coli (E. Coli),WY,Document,0.0,261
http://ofmpub.epa.gov/waters10/attains_impaired_waters.show_tmdl_document?p_tmdl_doc_blobs_id=64600,0.0,0.0,WINCHESTER LAKE,0.0,Nonpoint Source,0.0,10,0.0,2.0,0.0,0.0,Nutrients;Organic Enrichment/Oxygen Depletion;Pathogens;Sediment;Temperature,ID7143;ID_UNL_22,0.0,0.0,1341,900.0,0.0,0.0,1.0,0.0,Approved/Established,0.0,0.0,0.0,1999.0,0.0,Winchester Lake TMDL.pdf,2.0,0.0,2.0,2.0,Dissolved Oxygen;Pathogens;Phosphorus;Sediment;Temperature,ID,Document,0.0,182
http://ofmpub.epa.gov/waters10/attains_impaired_waters.show_tmdl_document?p_tmdl_doc_blobs_id=64780,0.0,0.0,Lura Lake,0.0,Point/Nonpoint Source,0.0,5,0.0,0.0,0.0,0.0,Nutrients,MN07-0079-00,0.0,0.0,55800,200.0,0.0,0.0,0.0,0.0,Approved/Established,0.0,0.0,0.0,2014.0,0.0,Lura Lake (MN) Final TMDL (Dec. 2013).pdf,0.0,0.0,0.0,2.0,"Phosphorus, Total",MN,Document,0.0,62
http://ofmpub.epa.gov/waters10/attains_impaired_waters.show_tmdl_document?p_tmdl_doc_blobs_id=64920,0.0,0.0,Upper North Fork Coeur d'Alene River Subbasin Temperature TMDL Addendum,0.0,Nonpoint Source,0.0,10,0.0,0.0,0.0,0.0,Temperature,ID17010301PN001_02;ID17010301PN001_05;ID17010301PN001_05A;ID17010301PN002_03;ID17010301PN003_02;ID17010301PN003_03;ID17010301PN004_04;ID17010301PN005_02;ID17010301PN008_02;ID17010301PN009_03;ID17010301PN010_03;ID17010301PN011_02;ID17010301PN012_02;ID17010301PN012_03;ID17010301PN013_02;ID17010301PN013_04;ID17010301PN013_05;ID17010301PN014_03;ID17010301PN015_02;ID17010301PN015_03;ID17010301PN015_04;ID17010301PN016_02;ID17010301PN017_04;ID17010301PN017_05;ID17010301PN018_02;ID17010301PN018_03A;ID17010301PN018_03B;ID17010301PN018_04;ID17010301PN019_02;ID17010301PN019_03;ID17010301PN020_02;ID17010301PN020_03;ID17010301PN021_02;ID17010301PN022_02;ID17010301PN023_03;ID17010301PN024_02;ID17010301PN026_02;ID17010301PN028_02;ID17010301PN028_03;ID17010301PN029_03;ID17010301PN030_02A;ID17010301PN030_02C;ID17010301PN030_02D;ID17010301PN030_03;ID17010301PN030_04;ID17010301PN031_02;ID17010301PN032_02;ID17010301PN033_02;ID17010301PN034_02;ID17010301PN035_02;ID17010301PN036_02;ID17010301PN037_02;ID17010301PN038_03;ID17010301PN039_03,0.0,0.0,56000,5400.0,0.0,0.0,0.0,0.0,Approved/Established,0.0,0.0,0.0,2014.0,0.0,Upper NF CdA River TMDL Addendum.pdf,54.0,0.0,0.0,0.0,Temperature,ID,Document,0.0,242
http://ofmpub.epa.gov/waters10/attains_impaired_waters.show_tmdl_document?p_tmdl_doc_blobs_id=65001,0.0,0.0,Dry Run;Flat Run;Little Paw Paw Creek;Maple Run,0.0,Nonpoint Source;Point/Nonpoint Source,0.0,3,0.0,0.0,0.0,0.0,Metals (other than Mercury);Pathogens,WVM-16-E;WVM-22-A;WVM-23-O-3;WVM-8-B.5,0.0,0.0,56900;57100;62900;63000,400.0,2.0,0.0,2.0,0.0,Approved/Established,0.0,0.0,0.0,2014.0,0.0,Monongahela River Watershed 2014.pdf,0.0,0.0,0.0,0.0,Fecal Coliform;Iron,WV,Document,0.0,127
http://ofmpub.epa.gov/waters10/attains_impaired_waters.show_tmdl_document?p_tmdl_doc_blobs_id=65080,0.0,0.0,Threemile Creek E.coli TMDL,0.0,Point/Nonpoint Source,0.0,4,0.0,0.0,0.0,0.0,Pathogens,AL03160204-0504-101;AL03160204-0504-102,0.0,0.0,56200,200.0,0.0,0.0,2.0,0.0,Approved/Established,0.0,0.0,0.0,2014.0,0.0,56200_FinalThreemileCreekPathogensTMDL.pdf,0.0,0.0,0.0,0.0,Escherichia Coli (E. Coli),AL,Document,0.0,71
http://ofmpub.epa.gov/waters10/attains_impaired_waters.show_tmdl_document?p_tmdl_doc_blobs_id=65101,0.0,0.0,"GOLD CREEK, the forest boundary to mouth (Clark Fork River) - Upper Clark Fork Phase 2 Sediment and Nutrients TPA",0.0,Nonpoint Source,0.0,8,0.0,0.0,0.0,0.0,Nutrients,MT76G005_092,0.0,0.0,56300,100.0,0.0,0.0,0.0,0.0,Approved/Established,0.0,0.0,0.0,2014.0,0.0,UCF Phase2 TMDLs_Final.pdf,0.0,0.0,0.0,1.0,"Phosphorus, Total",MT,Document,0.0,342
http://ofmpub.epa.gov/waters10/attains_impaired_waters.show_tmdl_document?p_tmdl_doc_blobs_id=65140,0.0,0.0,"Clark Fork River, Blackfoot River to Rattlesnake Creek - Silver Bow Creek & Clark Fork River Metals TPA;Clark Fork River, Cottonwood Creek to Little Blackfoot River - Silver Bow Creek & Clark Fork River Metals TPA",0.0,Point/Nonpoint Source,0.0,8,0.0,0.0,0.0,0.0,Metals (other than Mercury),MT76G001_030;MT76M001_030,0.0,0.0,56400;56500,1100.0,11.0,0.0,0.0,0.0,Approved/Established,0.0,0.0,0.0,2014.0,0.0,SBCCFR_MetalsTMDLs_Final.pdf,0.0,0.0,0.0,0.0,Arsenic;Cadmium;Copper;Iron;Lead;Zinc,MT,Document,0.0,160
http://ofmpub.epa.gov/waters10/attains_impaired_waters.show_tmdl_document?p_tmdl_doc_blobs_id=65284,0.0,0.0,"FINAL DEVELOPMENT OF ORGANIC ENRICHMENT/LOW DISSOLVED OXYGEN TMDLS, LIMESTONE CREEK",0.0,Point/Nonpoint Source,0.0,4,0.0,0.0,0.0,0.0,Organic Enrichment/Oxygen Depletion,AL/06030002-300-01,0.0,0.0,4029,200.0,0.0,0.0,0.0,0.0,Withdrawn,0.0,0.0,0.0,2003.0,0.0,4029_FinalTennesseeRiverBasinSiltationTMDLs.pdf,0.0,0.0,2.0,0.0,Carbonaceous Bod (CBOD);Nitrogenous BOD (NBOD),AL,Document,0.0,78
http://ofmpub.epa.gov/waters10/attains_impaired_waters.show_tmdl_document?p_tmdl_doc_blobs_id=65320,0.0,0.0,TMDL FOR TOTAL COLIFORM BACTERIA FOR OCKLAWAHA RIVER ABOVE DAISY CREEK,0.0,Nonpoint Source,0.0,4,0.0,0.0,0.0,0.0,Pathogens,FL-2740D,0.0,0.0,10953,100.0,0.0,0.0,1.0,0.0,Approved/Established,0.0,0.0,0.0,2004.0,0.0,10953_ocklawaha_daisycreek_tc_tmdl.pdf,0.0,0.0,0.0,0.0,Total Coliform,FL,Document,0.0,24
http://ofmpub.epa.gov/waters10/attains_impaired_waters.show_tmdl_document?p_tmdl_doc_blobs_id=65340,0.0,0.0,LAKE THONOTOSASSA,0.0,Nonpoint Source,0.0,4,0.0,0.0,0.0,0.0,Nutrients,FL-1522B,0.0,0.0,648,200.0,0.0,0.0,0.0,0.0,Approved/Established,0.0,0.0,0.0,1998.0,0.0,I648_Lake_Thonotosassa_NH3_Pb_TMDL.pdf,0.0,0.0,0.0,2.0,"Nitrogen, Total;Phosphorus, Total",FL,Document,0.0,33
http://ofmpub.epa.gov/waters10/attains_impaired_waters.show_tmdl_document?p_tmdl_doc_blobs_id=65341,0.0,0.0,"TMDL FOR FECAL COLIFORM IN BROAD MOUTH CREEK (HYDROLOGIC UNIT CODE: 03050109-090) & STATIONS S-010, S-289, & S-304)",0.0,Point/Nonpoint Source,0.0,4,0.0,0.0,0.0,0.0,Pathogens,RS-04364;SC-S-010;SC-S-289;SC-S-304,0.0,0.0,11590,400.0,0.0,0.0,4.0,0.0,Approved/Established,0.0,0.0,0.0,2005.0,0.0,11590_BroadMouthCreek_FC.pdf,0.0,0.0,0.0,0.0,Fecal Coliform,SC,Document,0.0,35
http://ofmpub.epa.gov/waters10/attains_impaired_waters.show_tmdl_document?p_tmdl_doc_blobs_id=65349,0.0,0.0,BIG FLAT CREEK (LOGANVILLE),0.0,Point/Nonpoint Source,0.0,4,0.0,0.0,0.0,0.0,Organic Enrichment/Oxygen Depletion,GAR_A-41_8_00,0.0,0.0,109,100.0,0.0,0.0,0.0,0.0,Approved/Established,0.0,0.0,0.0,1996.0,0.0,109_EPA_Big_Flat_Creek_Toxicity_TMDL.pdf,0.0,0.0,1.0,0.0,Oxygen Demand,GA,Document,0.0,13
http://ofmpub.epa.gov/waters10/attains_impaired_waters.show_tmdl_document?p_tmdl_doc_blobs_id=65354,0.0,0.0,CHATTAHOOCHEE RIVER BASIN DISSOLVED OXYGEN TMDLS,0.0,Point/Nonpoint Source,0.0,4,0.0,0.0,0.0,0.0,Organic Enrichment/Oxygen Depletion,GA-R031300020420,0.0,0.0,10022,100.0,0.0,0.0,0.0,0.0,Approved/Established,0.0,0.0,0.0,2003.0,0.0,10022_chatt_do_tmdl.pdf,0.0,0.0,1.0,0.0,Biochemical Oxygen Demand (BOD),GA,Document,0.0,44
http://ofmpub.epa.gov/waters10/attains_impaired_waters.show_tmdl_document?p_tmdl_doc_blobs_id=65355,0.0,0.0,TOTAL MAXIMUM DAILY LOAD (TMDL) DEVELOPMENT FOR TOTAL MERCURY FISH TISSUE IN THE CANOOCHEE RIVER (CANOOCHEE RIVER WATERSHED),0.0,Point/Nonpoint Source,0.0,4,0.0,0.0,0.0,0.0,Mercury,GA-R030602030101;GA-R030602030303;GA-R030602030601,0.0,3.0,10737,300.0,0.0,0.0,0.0,0.0,Approved/Established,0.0,0.0,0.0,2005.0,0.0,10737_EPA_Canoochee_River_Hg_TMDL.pdf,0.0,0.0,0.0,0.0,Mercury in Fish Tissue,GA,Document,0.0,31
http://ofmpub.epa.gov/waters10/attains_impaired_waters.show_tmdl_document?p_tmdl_doc_blobs_id=65363,0.0,0.0,ALTAMAHA RIVER WATERSHED (14 SEGMENTS),0.0,Point/Nonpoint Source,0.0,4,0.0,0.0,0.0,0.0,Pathogens,GA01-A-32_010;GA01_A-32-005;GA01_A-32_004;GA01_A-32_006;GA01_A-32_009;GA01_A-53_003;GA01_A-53_006;GA01_A-53_010;GA01_A-53_011;GA01_A-53_012;GA01_A-53_014;GA01_A-53_016;GA01_A-54_002;GA01_A-54_003,0.0,0.0,3750,1400.0,0.0,0.0,14.0,0.0,Approved/Established,0.0,0.0,0.0,2002.0,0.0,3750_EPA_Altamaha_River_Basin_Fecal_TMDL.pdf,0.0,0.0,0.0,0.0,Fecal Coliform,GA,Document,0.0,51
http://ofmpub.epa.gov/waters10/attains_impaired_waters.show_tmdl_document?p_tmdl_doc_blobs_id=65364,0.0,0.0,ALTAMAHA RIVER WATERSHED (DO) [23 SEGMENTS],0.0,Point/Nonpoint Source,0.0,4,0.0,0.0,0.0,0.0,Organic Enrichment/Oxygen Depletion,GA01-A-32_010;GA01_A-32-005;GA01_A-32_004;GA01_A-32_006;GA01_A-32_009;GA01_A-32_011;GA01_A-53_001;GA01_A-53_003;GA01_A-53_004;GA01_A-53_005;GA01_A-53_006;GA01_A-53_007;GA01_A-53_008;GA01_A-53_009;GA01_A-53_010;GA01_A-53_011;GA01_A-53_013;GA01_A-53_014;GA01_A-53_015;GA01_A-53_016;GA01_A-54_001;GA01_A-54_002;GA01_A-54_003,0.0,0.0,2417,2300.0,0.0,0.0,0.0,0.0,Approved/Established,0.0,0.0,0.0,2002.0,0.0,2417_Final_Alt_DO_TMDLs.pdf,0.0,0.0,23.0,0.0,Oxygen Demand,GA,Document,0.0,30
http://ofmpub.epa.gov/waters10/attains_impaired_waters.show_tmdl_document?p_tmdl_doc_blobs_id=65366,0.0,0.0,CEDAR CREEK (LEAD),0.0,Nonpoint Source,0.0,4,0.0,0.0,0.0,0.0,Metals (other than Mercury),GA01_A-36_007,0.0,0.0,2430,100.0,1.0,0.0,0.0,0.0,Approved/Established,0.0,0.0,0.0,2002.0,0.0,2430_CedarCreek_Final_Oco_lead.pdf,0.0,0.0,0.0,0.0,Lead,GA,Document,0.0,18
http://ofmpub.epa.gov/waters10/attains_impaired_waters.show_tmdl_document?p_tmdl_doc_blobs_id=65367,0.0,0.0,BUFFALO CREEK (ZINC),0.0,Point/Nonpoint Source,0.0,4,0.0,0.0,0.0,0.0,Metals (other than Mercury),GA01_A-57_016,0.0,0.0,2424,100.0,1.0,0.0,0.0,0.0,Approved/Established,0.0,0.0,0.0,2002.0,0.0,2424BuffaloCreek_Final_Oco_Zinc.pdf,0.0,0.0,0.0,0.0,Zinc,GA,Document,0.0,20
